ID_Seta	seta	usuario_su	gu_sum	usuarios_t	distribuid	num_int	conexion	tension	kva	num_fabr	marca_traf	mod_traf	gener_dato	observacio	fecha_act	x	y	multa_esti	ID_Bus
345	5013.0	9.0	0.0	9.0	SANTA ROSA	519	2.0	13,2	10.0	64893	MAYO	CN 282	DECSA	NULL	27/11/2017	2661496.260334274	6517372.674243064	100	663.0
346	5014.0	7.0	0.0	7.0	SANTA ROSA	410	3.0	13,2	80.0	14165/95	SITRAN	NIVEL	DECSA	NULL	27/11/2017	2656444.34000659	6518566.924373238	100	346.0
347	5015.0	13.0	0.0	13.0	SANTA ROSA	102	3.0	13,2	100.0	8765	MIRON	CN 280	DECSA	NULL	27/11/2017	2661362.940305949	6516903.938625173	100	679.0
348	5016.0	2.0	0.0	2.0	SANTA ROSA	60	2.0	13,2	10.0	444-702014025	SIAM DITELLA	CN 282	DECSA	NULL	27/11/2017	2662831.133663551	6517511.0034507485	100	676.0
349	5017.0	3.0	0.0	3.0	SANTA ROSA	317	2.0	13,2	5.0	105	RUAR	CN 282	DECSA	NULL	27/11/2017	2661325.5460843747	6516738.341098935	100	682.0
350	5018.0	1.0	0.0	1.0	SANTA ROSA	158	2.0	13,2	5.0	22826	T.CZERWENY	CN 282	DECSA	SETA NUEVA PARA UN USUARIO	27/11/2017	2662289.605694211	6517449.421954092	100	669.0
351	5019.0	14.0	0.0	14.0	SANTA ROSA	46	3.0	13,2	63.0	4792	MIRAS	CN 280	DECSA	NULL	27/11/2017	2673846.8914425955	6504933.055992032	100	285.0
357	5025.0	7.0	0.0	7.0	SANTA ROSA	487	2.0	13,2	16.0	832	T.S.J.	CN 282	DECSA	NULL	27/11/2017	2661587.7802455197	6517945.406624297	100	654.0
358	5026.0	1.0	0.0	1.0	SANTA ROSA	444	2.0	33	16.0	359605	FARADAY	CN 282	DECSA	NULL	27/11/2017	2607321.8722968255	6487970.6085894145	100	1392.0
359	5027.0	1.0	0.0	1.0	SANTA ROSA	284	2.0	13,2	10.0	29204	T.CZERWENY	CN 282	DECSA	NULL	27/11/2017	2661701.4634284927	6517345.227255885	100	664.0
360	5028.0	1.0	0.0	1.0	SANTA ROSA	316	2.0	13,2	5.0	104	RUAR	CN 282	DECSA	NULL	27/11/2017	2661707.320994214	6518446.98077737	100	649.0
48	57.0	111.0	8.0	119.0	URBANO	438	3.0	13,2	315.0	29862	VASILE	CN 276	DECSA	SETA NUEVA (SE DEJA FS SETA EN LA ESQUINA DE ENFRENTE)	27/11/2017	2568485.08132717	6497906.612945747	100	1126.0
50	59.0	51.0	0.0	51.0	URBANO	94	3.0	13,2	315.0	3907	TRAFO	CN 276	DECSA	NULL	27/11/2017	2568179.9200484715	6498589.36482189	100	1171.0
52	61.0	202.0	0.0	202.0	COOPERATIVA	343	3.0	13,2	250.0	32855	MAYO	CN 276	DECSA	NULL	27/11/2017	2567714.027800035	6498176.883816343	100	1158.0
61	71.0	119.0	0.0	119.0	URBANO	559	3.0	13,2	200.0	28416	MIRON	CN 276	DECSA	NULL	27/11/2017	2569290.6583780097	6497216.934359465	100	1093.0
62	72.0	133.0	0.0	133.0	URBANO	70	3.0	13,2	200.0	4531-02	FARADAY	CN 276	DECSA	NULL	27/11/2017	2569781.9227263387	6497192.843409664	100	176.0
65	75.0	37.0	1.0	38.0	URBANO	74	3.0	13,2	100.0	3960	TRAFO	CN 280	DECSA	NULL	27/11/2017	2569392.142238559	6497602.679454605	100	1082.0
66	76.0	141.0	0.0	141.0	URBANO	504	3.0	13,2	315.0	36128	VASILE	CN 276	DECSA	SETA NUEVA, LMT NUEVA Y SECC.NUEVO	27/11/2017	2568291.9457265334	6497339.193826206	100	1112.0
67	77.0	106.0	2.0	108.0	COOPERATIVA	397	3.0	13,2	200.0	20068	MIRON	CN 280	DECSA	NULL	27/11/2017	2567783.1124255112	6498417.135754786	100	119.0
68	78.0	32.0	2.0	34.0	COOPERATIVA	86	3.0	13,2	200.0	5923	TRAFO	CN 280	DECSA	SETA NUEVA, LMT NUEVA Y SECC.NUEVO	27/11/2017	2569063.480430833	6498144.094979619	100	1209.0
101	433.0	22.0	2.0	24.0	DE LOS RIOS	431	3.0	13,2	100.0	29855	VASILE	CN 280	DECSA	NULL	27/11/2017	2565779.43777282	6499704.477881082	100	802.0
102	439.0	30.0	2.0	32.0	DE LOS RIOS	125	3.0	13,2	63.0	4723	MIRAS	CN 280	DECSA	NULL	27/11/2017	2564878.518395349	6501909.605292415	100	1572.0
103	505.0	41.0	3.0	44.0	CAUCETE CENTRO	436	3.0	13,2	250.0	29860	VASILE	CN 280	DECSA	NULL	02/12/2020	2567957.6085217474	6499269.199118302	100	1275.0
104	520.0	2.0	2.0	4.0	SANTA ROSA	85	3.0	13,2	100.0	3806	TRAFO	CN 280	DECSA	NULL	27/11/2017	2570843.21094274	6493229.596849421	100	211.0
105	523.0	6.0	1.0	7.0	DE LOS RIOS	68	3.0	13,2	75.0	1240	TRAFO	CN 276	DECSA	NULL	27/11/2017	2567519.972021017	6493987.521707468	100	1057.0
106	524.0	3.0	1.0	4.0	DE LOS RIOS	386	3.0	13,2	63.0	43119	MAYO	CN 276	DECSA	NULL	27/11/2017	2563925.988355576	6494399.056387617	100	4.0
107	527.0	0.0	1.0	1.0	SANTA ROSA	129	3.0	13,2	100.0	8758	MIRON	CN 276	DECSA	NULL	02/12/2020	2571725.4886197313	6492735.448712023	100	1495.0
135	833.0	1.0	2.0	3.0	DE LOS RIOS	255	3.0	13,2	80.0	23612	ELECTRA	CN 280	DECSA	NULL	27/11/2017	2566826.768142324	6494123.653078746	100	1056.0
136	835.0	3.0	3.0	6.0	DE LOS RIOS	597	3.0	13,2	160.0	40545	VASILE	CN 280	DECSA	NULL	27/11/2017	2567054.526608705	6502849.12853347	100	936.0
137	840.0	40.0	2.0	42.0	URBANO	576	3.0	13,2	160.0	28523	MIRON	CN 280	DECSA	NULL	27/11/2017	2567627.5416423227	6497975.9900129	100	1065.0
139	859.0	1.0	1.0	2.0	DE LOS RIOS	539	3.0	13,2	63.0	111738	MATEM	CN 276	DECSA	NULL	27/11/2017	2562190.370258276	6504715.050650536	100	843.0
140	956.0	12.0	1.0	13.0	SANTA ROSA	350	3.0	13,2	63.0	38307	MAYO	CN 276	DECSA	NULL	27/11/2017	2567746.690694207	6493133.417168448	100	413.0
141	957.0	15.0	0.0	15.0	SANTA ROSA	491	3.0	13,2	40.0	36141	VASILE	CN 276	DECSA	NULL	27/11/2017	2567958.0701659145	6494126.823911304	100	411.0
142	958.0	14.0	1.0	15.0	SANTA ROSA	218	3.0	13,2	80.0	4118.2	FARADAY	CN 276	DECSA	NULL	27/11/2017	2568500.5768647413	6493789.734019716	100	457.0
150	1067.0	12.0	2.0	14.0	SANTA ROSA	499	3.0	13,2	100.0	36133	VASILE	CN 280	DECSA	NULL	27/11/2017	2572922.6383718792	6499039.667059789	100	497.0
152	1106.0	7.0	1.0	8.0	DE LOS RIOS	632	3.0	13,2	100.0	92397	MAYO	CN 280	DECSA	MATENIMIENTO SETA	02/12/2020	2564137.0304067577	6495256.987238568	100	994.0
156	1231.0	1.0	1.0	2.0	DE LOS RIOS	317	2.0	13,2	5.0	105	RUAR	CN 280	DECSA	NULL	27/11/2017	2566668.425277136	6495473.632788952	100	1011.0
167	1355.0	24.0	2.0	26.0	DE LOS RIOS	55	3.0	13,2	80.0	2125	TRAFO	CN 282	DECSA	NULL	27/11/2017	2564204.3315232447	6497340.135520763	100	981.0
169	1357.0	2.0	0.0	2.0	SANTA ROSA	570	2.0	13,2	5.0	78882	MAYO	CN 280	DECSA	NULL	27/11/2017	2572509.287799298	6494255.6727536265	100	430.0
170	1374.0	5.0	2.0	7.0	DE LOS RIOS	5	3.0	13,2	100.0	24584	T.T.E.	CN 276	DECSA	NULL	27/11/2017	2563277.0284696165	6497877.213098987	100	19.0
171	1382.0	9.0	0.0	9.0	SANTA ROSA	195	3.0	13,2	40.0	3170	MIRAS	CN 276	DECSA	NULL	27/11/2017	2573176.2623454365	6493565.845534853	100	426.0
172	1488.0	30.0	1.0	31.0	SANTA ROSA	496	3.0	13,2	80.0	36136	VASILE	CN 280	DECSA	NULL	27/11/2017	2571272.3496079925	6497222.848402116	100	1325.0
180	1649.0	0.0	1.0	1.0	SANTA ROSA	318	2.0	13,2	5.0	25289	MAYO	CN 276	DECSA	NULL	27/11/2017	2574104.937550947	6496632.019425773	100	478.0
182	1759.0	6.0	1.0	7.0	SANTA ROSA	547	3.0	13,2	63.0	74849	MAYO	CN 280	DECSA	NULL	27/11/2017	2573235.934760553	6496815.358572836	100	498.0
183	1874.0	4.0	2.0	6.0	DE LOS RIOS	479	3.0	13,2	40.0	58182	MAYO	CN 280	DECSA	NULL	27/11/2017	2564150.258170457	6502028.532999899	100	846.0
184	1945.0	16.0	0.0	16.0	DE LOS RIOS	83	3.0	13,2	200.0	12920	VASILE	CN 280	DECSA	NULL	27/11/2017	2564042.0878991955	6501495.044335284	100	863.0
185	1951.0	6.0	1.0	7.0	DE LOS RIOS	492	3.0	13,2	40.0	36140	VASILE	CN 280	DECSA	NULL	02/12/2020	2568917.379334675	6492366.75900308	100	1042.0
188	1973.0	30.0	0.0	30.0	SANTA ROSA	6	3.0	13,2	40.0	S/M	S/N	CN 280	DECSA	NULL	27/11/2017	2576474.966617742	6493632.755509874	100	223.0
20	22.0	36.0	0.0	36.0	CAUCETE CENTRO	595	3.0	13,2	100.0	40544	VASILE	CN 280	DECSA	NULL	27/11/2017	2568949.4373118537	6504571.4826040175	100	151.0
49	58.0	95.0	4.0	99.0	COOPERATIVA	97	3.0	13,2	160.0	48753	CZERWENY	CN 280	DECSA	NULL	27/11/2017	2568576.334863159	6498143.7934432095	100	124.0
112	560.0	2.0	3.0	5.0	DE LOS RIOS	99	3.0	13,2	100.0	28559	ELECTRA	CN 276	DECSA	NULL	27/11/2017	2570453.2656289507	6492023.251256044	100	1046.0
195	2109.0	12.0	0.0	12.0	DE LOS RIOS	442	3.0	13,2	40.0	49171	MAYO	CN 280	DECSA	NULL	27/11/2017	2565467.719417201	6498440.280111585	100	776.0
197	2228.0	1.0	0.0	1.0	DE LOS RIOS	142	1.0	7,6	5.0	8800	MAYO	CN 282	DECSA	NULL	27/11/2017	2566464.7572933272	6506654.766769798	100	1765.0
198	2242.0	0.0	2.0	2.0	SANTA ROSA	116	3.0	13,2	50.0	1687	MIRAS	CN 280	DECSA	NULL	27/11/2017	2596799.834193336	6489221.398254204	100	264.0
199	2258.0	2.0	2.0	4.0	DE LOS RIOS	82	3.0	13,2	80.0	26136	ELECTRA	CN 280	DECSA	NULL	27/11/2017	2566922.7977923346	6492783.633707209	100	1036.0
224	2792.0	0.0	1.0	1.0	SANTA ROSA	608	3.0	13,2	200.0	41449	VASILE	CN 280	DECSA	NULL	27/11/2017	2572877.722157024	6495230.165371609	100	461.0
225	2794.0	38.0	2.0	40.0	SANTA ROSA	153	3.0	13,2	63.0	4444.63	FARADAY	CN 282	DECSA	NULL	27/11/2017	2567651.441741839	6492715.25929964	100	1797.0
226	2795.0	91.0	0.0	91.0	SANTA ROSA	423	3.0	13,2	40.0	48045	MAYO	CN 280	DECSA	SETA NUEVA, LMT	14/03/2018	2575619.3595342636	6493552.349052079	100	374.0
227	2796.0	6.0	0.0	6.0	SANTA ROSA	349	3.0	13,2	63.0	38306	MAYO	CN 280	DECSA	NULL	27/11/2017	2596677.471397208	6488961.421647944	100	615.0
228	2797.0	59.0	3.0	62.0	SANTA ROSA	462	3.0	13,2	125.0	51405	MAYO	CN 280	DECSA	NULL	27/11/2017	2596000.496102325	6488806.100296656	100	610.0
361	5029.0	27.0	0.0	27.0	SANTA ROSA	629	3.0	33	63.0	6329	TRANSMETAL	CN 280	DECSA	NULL	22/02/2018	2626529.037053453	6504356.904201601	100	1446.0
378	3029.0	32.0	0.0	32.0	SANTA ROSA	536	3.0	13,2	125.0	71630	MATEM	CN 280	DECSA	SETA NUEVA, LMT Y SECC NUEVO	22/08/2019	2573965.7173993494	6497726.462143272	100	502.0
379	35.0	1.0	1.0	2.0	CAUCETE CENTRO	453	3.0	13,2	40.0	50475	MAYO	CN 280	DECSA	NULL	27/11/2017	2570588.855734337	6500050.689389417	100	1308.0
381	88.0	13.0	1.0	14.0	COOPERATIVA	557	3.0	13,2	75.0	28418	MIRON	CN 280	DECSA	NULL	22/08/2019	2567430.7841601325	6498031.558474112	100	1139.0
382	3035.0	NULL	NULL	NULL	SANTA ROSA	550	3.0	13,2	100.0	75650	MAYO	CN 280	DECSA	NULL	02/12/2020	2572303.2398826825	6499669.780412365	100	138.0
383	3034.0	NULL	NULL	NULL	CAUCETE CENTRO	439	3.0	13,2	25.0	18920	MECOM	CN 280	DECSA	NULL	02/12/2020	2568141.24960051	6501677.502116674	100	1268.0
384	3032.0	NULL	NULL	NULL	CAUCETE CENTRO	166	3.0	13,2	25.0	6015	VASILE	CN 280	DECSA	NULL	02/12/2020	2566723.012207186	6500956.779721019	100	352.0
385	2243.0	NULL	NULL	NULL	SANTA ROSA	360	3.0	13,2	40.0	39775	MAYO	CN 280	DECSA	NULL	22/08/2019	2570981.584201062	6497284.324053267	100	492.0
399	137.0	3.0	1.0	4.0	DE LOS RIOS	267	3.0	13,2	10.0	50050	VASILE	CN 280	DECSA	NULL	05/06/2020	2564279.8497013566	6495938.404610644	100	993.0
400	107.0	91.0	0.0	91.0	SANTA ROSA	126	3.0	13,2	80.0	2316	MIRAS	CN 280	DECSA	NULL	02/12/2020	2566664.910633661	6497829.150913749	100	1496.0
402	95.0	NULL	NULL	NULL	SANTA ROSA	561	3.0	13,2	315.0	28414	MIRON	CN 276	DECSA	NULL	02/12/2020	2568951.3318099584	6496707.432115425	100	1499.0
403	3036.0	NULL	NULL	NULL	CAUCETE CENTRO	572	2.0	13,2	5.0	79490	MAYO	CN 282	DECSA	NULL	02/12/2020	NULL	NULL	100	1582.0
407	2799.0	NULL	NULL	NULL	DE LOS RIOS	353	3.0	13,2	16.0	131	RUAR	CN 280	DECSA	NULL	02/12/2020	NULL	NULL	100	779.0
408	2934.0	NULL	NULL	NULL	DE LOS RIOS	53	3.0	13,2	16.0	517803	FARADAY	CN 280	DECSA	NULL	10/06/2020	NULL	NULL	100	1542.0
409	101.0	NULL	NULL	NULL	SANTA ROSA	584	3.0	13,2	25.0	82705	MAYO	CN 280	DECSA	NULL	02/12/2020	NULL	NULL	NULL	1624.0
410	105.0	NULL	NULL	NULL	CAUCETE CENTRO	263	3.0	13,2	80.0	22248	ELECTRA	CN 280	DECSA	NULL	02/12/2020	NULL	NULL	NULL	1311.0
411	103.0	1.0	0.0	1.0	SANTA ROSA	521	2.0	13,2	5.0	62355	MAYO	CN 282	DECSA	NULL	02/12/2020	NULL	NULL	NULL	153.0
412	108.0	NULL	NULL	NULL	SANTA ROSA	245	3.0	13,2	16.0	429203	FARADAY	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1568.0
413	99.0	NULL	NULL	NULL	SANTA ROSA	579	3.0	13,2	100.0	28527	MIRON	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1579.0
237	2929.0	56.0	0.0	56.0	SANTA ROSA	552	3.0	13,2	160.0	76324	MAYO	CN 276	DECSA	NULL	27/11/2017	2568484.583262097	6496458.305638403	100	372.0
242	2935.0	4.0	0.0	4.0	CAUCETE CENTRO	511	3.0	13,2	160.0	25199	MIRON	CN 280	DECSA	NULL	27/11/2017	2571243.752238615	6501268.750440385	100	1317.0
244	2939.0	2.0	0.0	2.0	DE LOS RIOS	189	2.0	13,2	5.0	25032	T.CZERWENY	CN 282	DECSA	NULL	27/11/2017	2565264.858019888	6502131.791727879	100	849.0
245	2940.0	11.0	1.0	12.0	CAUCETE CENTRO	532	3.0	13,2	200.0	25651	MIRON	CN 276	DECSA	NULL	27/11/2017	2567481.665655157	6498921.233415524	100	1222.0
246	2941.0	4.0	0.0	4.0	CAUCETE CENTRO	620	3.0	13,2	63.0	87584	MAYO	CN 280	DECSA	NULL	27/11/2017	2570226.347790209	6500126.429126065	100	186.0
248	2943.0	179.0	2.0	181.0	URBANO	394	3.0	13,2	200.0	136	RUAR	CN 280	DECSA	NULL	27/11/2017	2568190.368919283	6499529.235571354	100	1721.0
249	2944.0	6.0	1.0	7.0	CAUCETE CENTRO	26	3.0	13,2	16.0	19291	MIRON	CN 280	DECSA	CAMBIO DE POTENCIA	05/12/2019	2565703.6857418413	6502936.972944186	100	1573.0
251	2947.0	10.0	0.0	10.0	DE LOS RIOS	567	3.0	13,2	25.0	81141	MAYO	CN 282	DECSA	NULL	27/11/2017	2563541.4868158465	6506777.393033771	100	908.0
414	97.0	NULL	NULL	NULL	COOPERATIVA	322	3.0	13,2	160.0	25897	MAYO	CN 280	DECSA	NULL	29-12-2020	NULL	NULL	NULL	1507.0
415	109.0	NULL	NULL	NULL	DE LOS RIOS	107	3.0	13,2	25.0	263902	FARADAY	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	407.0
416	106.0	NULL	NULL	NULL	DE LOS RIOS	587	3.0	13,2	16.0	79727	MAYO	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1631.0
418	5031.0	0.0	1.0	1.0	SANTA ROSA	594	3.0	13,2	63.0	36105	VASILE	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1763.0
420	116.0	NULL	NULL	NULL	URBANO	578	3.0	13,2	75.0	28528	MIRON	CN 276	DECSA	NULL	15/09/2022	NULL	NULL	100	1663.0
421	113.0	NULL	NULL	NULL	COOPERATIVA	610	3.0	13,2	315.0	41447	VASILE	CN 276	DECSA	NULL	NULL	NULL	NULL	NULL	1628.0
423	132.0	NULL	NULL	NULL	URBANO	613	3.0	13,2	315.0	41444	VASILE	CN 276	DECSA	NULL	14/12/2021	NULL	NULL	NULL	1748.0
424	131.0	NULL	NULL	NULL	URBANO	606	3.0	13,2	160.0	41451	VASILE	CN 280	DECSA	NULL	14/12/2021	NULL	NULL	NULL	1749.0
425	130.0	NULL	NULL	NULL	URBANO	633	3.0	13,2	160.0	90992	MAYO	CN 276	DECSA	NULL	14/12/2021	NULL	NULL	NULL	1750.0
426	129.0	NULL	NULL	NULL	URBANO	607	3.0	13,2	160.0	41450	VASILE	CN 276	DECSA	NULL	14/12/2021	NULL	NULL	NULL	1717.0
427	128.0	NULL	NULL	NULL	URBANO	612	3.0	13,2	315.0	41445	VASILE	CN 276	DECSA	NULL	14/12/2021	NULL	NULL	NULL	1720.0
428	142.0	0.0	1.0	0.0	DE LOS RIOS	626	3.0	13,2	25.0	90180	MAYO	CN 280	DECSA	NULL	02/06/2022	NULL	NULL	100	1745.0
429	138.0	NULL	NULL	NULL	DE LOS RIOS	16	3.0	13,2	63.0	6472	MIRAS	CN 280	DECSA	NULL	06/06/2022	NULL	NULL	100	1744.0
431	127.0	NULL	NULL	NULL	SANTA ROSA	39	2.0	13,2	5.0	5444	VOLTA	CN 276	DECSA	NULL	NULL	NULL	NULL	NULL	1728.0
419	102.0	NULL	NULL	NULL	DE LOS RIOS	577	3.0	13,2	160.0	28524	TRAFO	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1540.0
252	2948.0	14.0	1.0	15.0	DE LOS RIOS	114	3.0	13,2	40.0	35858	T.CZERWENY	CN 280	DECSA	SETA RECONSTRUIDA	02/12/2020	2565059.4307056223	6506260.636914971	100	877.0
253	2949.0	8.0	1.0	9.0	SANTA ROSA	299	3.0	13,2	25.0	4183.0600000000004	FARADAY	CN 280	DECSA	NULL	27/11/2017	2569193.7835312765	6493646.796589901	100	99.0
366	6005.0	0.0	2.0	2.0	CAUCETE CENTRO	NULL	3.0	13.2	400.0	NULL	NULL	CN 276	DECSA	NULL	27/11/2017	2567762.3316446715	6499191.751672616	100	1168.0
367	6006.0	0.0	1.0	1.0	SANTA ROSA	NULL	3.0	13.2	630.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2571230.0542355934	6495608.101663553	100	398.0
1	1.0	3.0	1.0	4.0	SANTA ROSA	27	3.0	13,2	75.0	30201/1	ELECTRODINE	CN 280	DECSA	NULL	27/11/2017	2567119.1295018066	6496041.418729457	100	47.0
343	5011.0	1.0	0.0	1.0	SANTA ROSA	525	2.0	33	10.0	69530	MAYO	CN 282	DECSA	NULL	27/11/2017	2653003.8880919097	6512350.780971983	100	338.0
3	3.0	224.0	4.0	228.0	URBANO	447	3.0	13,2	315.0	30826	VASILE	CN 276	DECSA	NULL	27/11/2017	2568464.163346956	6496685.940462908	100	1120.0
4	5.0	10.0	2.0	12.0	SANTA ROSA	240	3.0	13,2	100.0	3025	TRAFO	CN 276	DECSA	NULL	27/11/2017	2570349.208956423	6496077.351272722	100	381.0
5	6.0	137.0	2.0	139.0	URBANO	435	3.0	13,2	250.0	29859	VASILE	CN 276	DECSA	NULL	27/11/2017	2568698.38704655	6497118.624687896	100	126.0
6	7.0	159.0	1.0	160.0	URBANO	555	3.0	13,2	400.0	74628	MAYO	CN 276	DECSA	NULL	27/11/2017	2568660.761910482	6496926.397482775	100	1119.0
7	8.0	67.0	0.0	67.0	URBANO	323	3.0	13,2	160.0	26143	MAYO	CN 280	DECSA	NULL	27/11/2017	2568579.813281448	6497262.818413864	100	1109.0
8	9.0	135.0	3.0	138.0	URBANO	333	3.0	13,2	250.0	16894	NICORO	CN 276	DECSA	NULL	27/11/2017	2568935.512862105	6497687.477522573	100	1097.0
364	6003.0	0.0	1.0	1.0	CAUCETE CENTRO	NULL	3.0	13.2	200.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2570952.738726015	6498525.242080607	100	1313.0
16	18.0	100.0	2.0	102.0	COOPERATIVA	484	3.0	13,2	200.0	34259	VASILE	CN 276	DECSA	NULL	27/11/2017	2568216.9221976325	6497866.857004478	100	1150.0
21	23.0	18.0	2.0	20.0	CAUCETE CENTRO	127	3.0	13,2	250.0	49030	T.CZERWENY	CN 276	DECSA	NULL	27/11/2017	2569790.3602380194	6502940.055594182	100	197.0
405	2800.0	NULL	NULL	NULL	DE LOS RIOS	250	3.0	13,2	25.0	5368.01	FARADAY	CN 280	DECSA	NULL	02/12/2020	NULL	NULL	100	1021.0
406	94.0	NULL	NULL	NULL	SANTA ROSA	554	3.0	13,2	200.0	78464	MAYO	CN 280	DECSA	NULL	02/12/2020	NULL	NULL	100	1537.0
25	31.0	0.0	0.0	0.0	CAUCETE CENTRO	463	3.0	13,2	16.0	7203	T.GIGANTE	CN 282	DECSA	NULL	27/11/2017	2571915.9453547252	6503423.040265192	100	1610.0
27	34.0	1.0	1.0	2.0	CAUCETE CENTRO	352	3.0	13,2	25.0	40163	MAYO	CN 276	DECSA	NULL	27/11/2017	2570955.9963697274	6499973.098825188	100	1309.0
28	36.0	4.0	1.0	5.0	CAUCETE CENTRO	184	3.0	13,2	160.0	9860	CITRAN	CN 276	DECSA	NULL	27/11/2017	2569728.184615226	6500233.214649617	100	1307.0
29	37.0	2.0	1.0	3.0	CAUCETE CENTRO	455	3.0	13,2	100.0	54777	MAYO	CN 280	DECSA	NULL	27/11/2017	2569463.0461651883	6500286.91534793	100	1306.0
30	38.0	2.0	1.0	3.0	CAUCETE CENTRO	549	3.0	13,2	100.0	78446	MAYO	CN 280	DECSA	NULL	27/11/2017	2569248.3533515194	6500532.589158167	100	1553.0
31	39.0	15.0	1.0	16.0	CAUCETE CENTRO	212	3.0	13,2	40.0	8476	NIELCO	CN 280	DECSA	NULL	27/11/2017	2568258.609459734	6500549.380844972	100	1266.0
32	40.0	130.0	1.0	131.0	CAUCETE CENTRO	69	3.0	13,2	200.0	12224	MIRON	CN 276	DECSA	NULL	27/11/2017	2568661.126318244	6499937.8476974545	100	1305.0
33	41.0	126.0	1.0	127.0	CAUCETE CENTRO	301	3.0	13,2	100.0	30746.2	ELECTRODINE	CN 280	DECSA	NULL	27/11/2017	2569132.7373495116	6499999.842323596	100	188.0
