Element, Nterminals, Nconductors, P_1, Q_1, ...
"Line.idlinea854_idtramos_1289", 2, 3,    65.8789,   -59.3634,    65.8789,   -59.3634,    65.8789,   -59.3634,   -65.8781,    59.2907,   -65.8781,    59.2907,   -65.8781,    59.2907
"Line.idlinea854_idtramos_1290", 2, 3,    65.8781,   -59.2907,    65.8781,   -59.2907,    65.8781,   -59.2907,   -65.8773,     59.217,   -65.8773,     59.217,   -65.8773,     59.217
"Line.idlinea854_idtramos_1291", 2, 3,    65.8773,    -59.217,    65.8773,    -59.217,    65.8773,    -59.217,   -65.8758,    59.0793,   -65.8758,    59.0793,   -65.8758,    59.0793
"Line.idlinea854_idtramos_1292", 2, 3,    65.8758,   -59.0793,    65.8758,   -59.0793,    65.8758,   -59.0793,   -65.8741,    58.9258,   -65.8741,    58.9258,   -65.8741,    58.9258
"Line.idlinea854_idtramos_1293", 2, 3,    65.8741,   -58.9258,    65.8741,   -58.9258,    65.8741,   -58.9258,   -65.8723,     58.756,   -65.8723,     58.756,   -65.8723,     58.756
"Line.idlinea854_idtramos_1294", 2, 3,    65.8723,    -58.756,    65.8723,    -58.756,    65.8723,    -58.756,   -65.8707,    58.6117,   -65.8707,    58.6117,   -65.8707,    58.6117
"Line.idlinea854_idtramos_1295", 2, 3,    65.8707,   -58.6117,    65.8707,   -58.6117,    65.8707,   -58.6117,   -65.8695,    58.4973,   -65.8695,    58.4973,   -65.8695,    58.4973
"Line.idlinea854_idtramos_1296", 2, 3,    65.8695,   -58.4973,    65.8695,   -58.4973,    65.8695,   -58.4973,   -65.8673,    58.2968,   -65.8673,    58.2968,   -65.8673,    58.2968
"Line.idlinea854_idtramos_1297", 2, 3,    65.8673,   -58.2968,    65.8673,   -58.2968,    65.8673,   -58.2968,   -65.8663,    58.1982,   -65.8663,    58.1982,   -65.8663,    58.1982
"Line.idlinea854_idtramos_1298", 2, 3,    65.8663,   -58.1982,    65.8663,   -58.1982,    65.8663,   -58.1982,   -65.8648,    58.0609,   -65.8648,    58.0609,   -65.8648,    58.0609
"Line.idlinea854_idtramos_1299", 2, 3,    65.8648,   -58.0609,    65.8648,   -58.0609,    65.8648,   -58.0609,   -65.8597,    57.5828,   -65.8597,    57.5828,   -65.8597,    57.5828
"Line.idlinea854_idtramos_1300", 2, 3,    65.8597,   -57.5828,    65.8597,   -57.5828,    65.8597,   -57.5828,   -65.8559,    57.2287,   -65.8559,    57.2287,   -65.8559,    57.2287
"Line.idlinea854_idtramos_1301", 2, 3,    65.8559,   -57.2287,    65.8559,   -57.2287,    65.8559,   -57.2287,   -65.8529,    56.9461,   -65.8529,    56.9461,   -65.8529,    56.9461
"Line.idlinea854_idtramos_1302", 2, 3,    65.8529,   -56.9461,    65.8529,   -56.9461,    65.8529,   -56.9461,   -65.8518,    56.8436,   -65.8518,    56.8436,   -65.8518,    56.8436
"Line.idlinea854_idtramos_1303", 2, 3,    65.8518,   -56.8436,    65.8518,   -56.8436,    65.8518,   -56.8436,   -65.8472,    56.3981,   -65.8472,    56.3981,   -65.8472,    56.3981
"Line.idlinea854_idtramos_1304", 2, 3,    65.8472,   -56.3981,    65.8472,   -56.3981,    65.8472,   -56.3981,   -65.8437,    56.0657,   -65.8437,    56.0657,   -65.8437,    56.0657
"Line.idlinea854_idtramos_1305", 2, 3,    65.8437,   -56.0657,    65.8437,   -56.0657,    65.8437,   -56.0657,   -65.8381,      55.53,   -65.8381,      55.53,   -65.8381,      55.53
"Line.idlinea854_idtramos_1306", 2, 3,    65.8381,     -55.53,    65.8381,     -55.53,    65.8381,     -55.53,   -65.8367,    55.3946,   -65.8367,    55.3946,   -65.8367,    55.3946
"Line.idlinea854_idtramos_1307", 2, 3,    65.8367,   -55.3946,    65.8367,   -55.3946,    65.8367,   -55.3946,   -65.8319,    54.9201,   -65.8319,    54.9201,   -65.8319,    54.9201
"Line.idlinea854_idtramos_1308", 2, 3,    65.8319,   -54.9201,    65.8319,   -54.9201,    65.8319,   -54.9201,   -65.8286,    54.5968,   -65.8286,    54.5968,   -65.8286,    54.5968
"Line.idlinea854_idtramos_1309", 2, 3,    65.8286,   -54.5968,    65.8286,   -54.5968,    65.8286,   -54.5968,   -65.8233,    54.0731,   -65.8233,    54.0731,   -65.8233,    54.0731
"Line.idlinea854_idtramos_1310", 2, 3,    65.8233,   -54.0731,    65.8233,   -54.0731,    65.8233,   -54.0731,   -65.8214,    53.8889,   -65.8214,    53.8889,   -65.8214,    53.8889
"Line.idlinea854_idtramos_1311", 2, 3,    65.8214,   -53.8889,    65.8214,   -53.8889,    65.8214,   -53.8889,   -65.8201,    53.7571,   -65.8201,    53.7571,   -65.8201,    53.7571
